gameNumber,result,type,Color,expe
20241113100050482,5,Big,green,pink
20241113100050481,4,Small,red,a
20241113100050480,9,Big,green,a
20241113100050479,2,Small,red,a
20241113100050478,5,Big,green,pink
20241113100050477,9,Big,green,a
20241113100050466,5,Big,green,pink
20241113100050465,0,Small,red,pink
20241113100050464,2,Small,red,a
20241113100050463,7,Big,green,a
20241113100050462,4,Small,red,a
20241113100050461,7,Big,green,a
20241113100050460,5,Big,green,pink
20241113100050459,8,Big,red,a
20241113100050458,0,Small,red,pink
20241113100050457,0,Small,red,pink
20241113100050456,1,Small,green,a
20241113100050455,7,Big,green,a
20241113100050454,4,Small,red,a
20241113100050453,0,Small,red,pink
20241113100050452,2,Small,red,a
20241113100050451,1,Small,green,a
20241113100050450,8,Big,red,a
20241113100050449,0,Small,red,pink
20241113100050448,2,Small,red,a
20241113100050447,5,Big,green,pink
20241113100050446,0,Small,red,pink
20241113100050445,9,Big,green,a
20241113100050444,9,Big,green,a
20241113100050443,3,Small,green,a
20241113100050442,3,Small,green,a
20241113100050441,0,Small,red,pink
20241113100050440,8,Big,red,a
20241113100050439,9,Big,green,a
20241113100050438,8,Big,red,a
20241113100050437,5,Big,green,pink
20241113100050436,1,Small,green,a
20241113100050435,4,Small,red,a
20241113100050434,1,Small,green,a
20241113100050433,0,Small,red,pink
20241113100050432,8,Big,red,a
20241113100050431,2,Small,red,a
20241113100050430,4,Small,red,a
20241113100050429,0,Small,red,pink
20241113100050428,8,Big,red,a
20241113100050427,8,Big,red,a
20241113100050426,8,Big,red,a
20241113100050425,3,Small,green,a
20241113100050424,2,Small,red,a
20241113100050423,3,Small,green,a
20241113100050422,7,Big,green,a
20241113100050421,0,Small,red,pink
20241113100050420,6,Big,red,a
20241113100050419,7,Big,green,a
20241113100050418,7,Big,green,a
20241113100050417,4,Small,red,a
20241113100050416,0,Small,red,pink
20241113100050415,9,Big,green,a
20241113100050414,2,Small,red,a
20241113100050413,0,Small,red,pink
20241113100050412,7,Big,green,a
20241113100050411,8,Big,red,a
20241113100050410,6,Big,red,a
20241113100050409,6,Big,red,a
20241113100050408,9,Big,green,a
20241113100050407,6,Big,red,a
20241113100050406,8,Big,red,a
20241113100050405,3,Small,green,a
20241113100050404,7,Big,green,a
20241113100050403,0,Small,red,pink
20241113100050402,7,Big,green,a
20241113100050401,6,Big,red,a
20241113100050400,4,Small,red,a
20241113100050399,7,Big,green,a
20241113100050398,9,Big,green,a
20241113100050397,2,Small,red,a
20241113100050396,8,Big,red,a
20241113100050395,5,Big,green,pink
20241113100050394,9,Big,green,a
20241113100050393,7,Big,green,a
20241113100050392,6,Big,red,a
20241113100050391,7,Big,green,a
20241113100050390,6,Big,red,a
20241113100050389,2,Small,red,a
20241113100050388,3,Small,green,a
20241113100050387,1,Small,green,a
20241113100050386,5,Big,green,pink
20241113100050385,9,Big,green,a
20241113100050384,4,Small,red,a
20241113100050383,9,Big,green,a
20241113100050382,5,Big,green,pink
20241113100050381,5,Big,green,pink
20241113100050380,6,Big,red,a
20241113100050379,4,Small,red,a
20241113100050378,5,Big,green,pink
20241113100050377,1,Small,green,a
20241113100050376,2,Small,red,a
20241113100050375,7,Big,green,a
20241113100050374,5,Big,green,pink
20241113100050373,8,Big,red,a
20241113100050372,7,Big,green,a
20241113100050371,7,Big,green,a
20241113100050370,3,Small,green,a
20241113100050369,6,Big,red,a
20241113100050368,4,Small,red,a
20241113100050367,2,Small,red,a
20241113100050366,0,Small,red,pink
20241113100050365,6,Big,red,a
20241113100050364,8,Big,red,a
20241113100050363,1,Small,green,a
20241113100050362,2,Small,red,a
20241113100050361,5,Big,green,pink
20241113100050360,4,Small,red,a
20241113100050359,5,Big,green,pink
20241113100050358,5,Big,green,pink
20241113100050357,0,Small,red,pink
20241113100050356,4,Small,red,a
20241113100050355,8,Big,red,a
20241113100050354,4,Small,red,a
20241113100050353,4,Small,red,a
20241113100050352,5,Big,green,pink
20241113100050351,1,Small,green,a
20241113100050350,1,Small,green,a
20241113100050349,6,Big,red,a
20241113100050348,2,Small,red,a
20241113100050347,0,Small,red,pink
20241113100050346,4,Small,red,a
20241113100050345,5,Big,green,pink
20241113100050344,2,Small,red,a
20241113100050343,5,Big,green,pink
20241113100050342,8,Big,red,a
20241113100050341,8,Big,red,a
20241113100050340,8,Big,red,a
20241113100050339,2,Small,red,a
20241113100050338,1,Small,green,a
20241113100050337,9,Big,green,a
20241113100050336,7,Big,green,a
20241113100050335,5,Big,green,pink
20241113100050334,9,Big,green,a
20241113100050333,9,Big,green,a
20241113100050332,9,Big,green,a
20241113100050331,5,Big,green,pink
20241113100050330,7,Big,green,a
20241113100050329,9,Big,green,a
20241113100050328,8,Big,red,a
20241113100050327,5,Big,green,pink
20241113100050326,6,Big,red,a
20241113100050325,4,Small,red,a
20241113100050324,0,Small,red,pink
20241113100050323,8,Big,red,a
20241113100050322,6,Big,red,a
20241113100050321,6,Big,red,a
20241113100050320,9,Big,green,a
20241113100050319,3,Small,green,a
20241113100050318,0,Small,red,pink
20241113100050317,3,Small,green,a
20241113100050316,8,Big,red,a
20241113100050315,1,Small,green,a
20241113100050314,8,Big,red,a
20241113100050313,9,Big,green,a
20241113100050312,5,Big,green,pink
20241113100050311,3,Small,green,a
20241113100050310,4,Small,red,a
20241113100050309,2,Small,red,a
20241113100050308,6,Big,red,a
20241113100050307,9,Big,green,a
20241113100050306,8,Big,red,a
20241113100050305,6,Big,red,a
20241113100050304,8,Big,red,a
20241113100050303,0,Small,red,pink
20241113100050302,4,Small,red,a
20241113100050301,4,Small,red,a
20241113100050300,5,Big,green,pink
20241113100050299,3,Small,green,a
20241113100050298,5,Big,green,pink
20241113100050297,0,Small,red,pink
20241113100050296,7,Big,green,a
20241113100050295,3,Small,green,a
20241113100050294,7,Big,green,a
20241113100050293,5,Big,green,pink
20241113100050292,5,Big,green,pink
20241113100050291,3,Small,green,a
20241113100050290,0,Small,red,pink
20241113100050289,4,Small,red,a
20241113100050288,0,Small,red,pink
20241113100050287,4,Small,red,a
20241113100050286,1,Small,green,a
20241113100050285,9,Big,green,a
20241113100050284,2,Small,red,a
20241113100050283,4,Small,red,a
20241113100050282,3,Small,green,a
20241113100050281,3,Small,green,a
20241113100050280,8,Big,red,a
20241113100050279,5,Big,green,pink
20241113100050278,3,Small,green,a
20241113100050277,7,Big,green,a
20241113100050276,2,Small,red,a
20241113100050275,3,Small,green,a
20241113100050274,2,Small,red,a
20241113100050273,0,Small,red,pink
20241113100050272,8,Big,red,a
20241113100050271,9,Big,green,a
20241113100050270,4,Small,red,a
20241113100050269,6,Big,red,a
20241113100050268,0,Small,red,pink
20241113100050267,4,Small,red,a
20241113100050266,3,Small,green,a
20241113100050265,6,Big,red,a
20241113100050264,6,Big,red,a
20241113100050263,5,Big,green,pink
20241113100050262,9,Big,green,a
20241113100050261,2,Small,red,a
20241113100050260,7,Big,green,a
20241113100050259,4,Small,red,a
20241113100050258,5,Big,green,pink
20241113100050257,5,Big,green,pink
20241113100050256,0,Small,red,pink
20241113100050255,0,Small,red,pink
20241113100050254,4,Small,red,a
20241113100050253,4,Small,red,a
20241113100050252,9,Big,green,a
20241113100050251,5,Big,green,pink
20241113100050250,8,Big,red,a
20241113100050249,2,Small,red,a
20241113100050248,5,Big,green,pink
20241113100050247,8,Big,red,a
20241113100050246,1,Small,green,a
20241113100050245,3,Small,green,a
20241113100050244,0,Small,red,pink
20241113100050243,6,Big,red,a
20241113100050242,7,Big,green,a
20241113100050241,6,Big,red,a
20241113100050240,4,Small,red,a
20241113100050239,1,Small,green,a
20241113100050238,9,Big,green,a
20241113100050237,4,Small,red,a
20241113100050236,8,Big,red,a
20241113100050235,5,Big,green,pink
20241113100050234,1,Small,green,a
20241113100050233,8,Big,red,a
20241113100050232,1,Small,green,a
20241113100050231,4,Small,red,a
20241113100050230,8,Big,red,a
20241113100050229,4,Small,red,a
20241113100050228,5,Big,green,pink
20241113100050227,5,Big,green,pink
20241113100050226,7,Big,green,a
20241113100050225,5,Big,green,pink
20241113100050224,1,Small,green,a
20241113100050223,7,Big,green,a
20241113100050222,9,Big,green,a
20241113100050221,0,Small,red,pink
20241113100050220,6,Big,red,a
20241113100050219,4,Small,red,a
20241113100050218,4,Small,red,a
20241113100050217,2,Small,red,a
20241113100050216,7,Big,green,a
20241113100050215,2,Small,red,a
20241113100050214,2,Small,red,a
20241113100050213,5,Big,green,pink
20241113100050212,4,Small,red,a
20241113100050211,2,Small,red,a
20241113100050210,3,Small,green,a
20241113100050209,8,Big,red,a
20241113100050208,1,Small,green,a
20241113100050207,1,Small,green,a
20241113100050206,5,Big,green,pink
20241113100050205,9,Big,green,a
20241113100050204,3,Small,green,a
20241113100050203,7,Big,green,a
20241113100050202,2,Small,red,a
20241113100050201,9,Big,green,a
20241113100050200,8,Big,red,a
20241113100050199,5,Big,green,pink
20241113100050198,5,Big,green,pink
20241113100050197,8,Big,red,a
20241113100050196,8,Big,red,a
20241113100050195,4,Small,red,a
20241113100050194,5,Big,green,pink
20241113100050193,8,Big,red,a
20241113100050192,1,Small,green,a
20241113100050191,0,Small,red,pink
20241113100050190,4,Small,red,a
20241113100050189,8,Big,red,a
20241113100050188,6,Big,red,a
20241113100050187,8,Big,red,a
20241113100050186,8,Big,red,a
20241113100050185,7,Big,green,a
20241113100050184,0,Small,red,pink
20241113100050183,7,Big,green,a
20241113100050182,6,Big,red,a
20241113100050181,0,Small,red,pink
20241113100050180,3,Small,green,a
20241113100050179,4,Small,red,a
20241113100050178,1,Small,green,a
20241113100050177,3,Small,green,a
20241113100050176,3,Small,green,a
20241113100050175,8,Big,red,a
20241113100050174,7,Big,green,a
20241113100050173,7,Big,green,a
20241113100050172,6,Big,red,a
20241113100050171,8,Big,red,a
20241113100050170,4,Small,red,a
20241113100050169,1,Small,green,a
20241113100050168,2,Small,red,a
20241113100050167,1,Small,green,a
20241113100050166,8,Big,red,a
20241113100050165,8,Big,red,a
20241113100050164,4,Small,red,a
20241113100050163,4,Small,red,a
20241113100050162,8,Big,red,a
20241113100050161,5,Big,green,pink
20241113100050160,2,Small,red,a
20241113100050159,6,Big,red,a
20241113100050158,7,Big,green,a
20241113100050157,3,Small,green,a
20241113100050156,8,Big,red,a
20241113100050155,1,Small,green,a
20241113100050154,8,Big,red,a
20241113100050153,8,Big,red,a
20241113100050152,7,Big,green,a
20241113100050151,1,Small,green,a
20241113100050150,0,Small,red,pink
20241113100050149,8,Big,red,a
20241113100050148,5,Big,green,pink
20241113100050147,4,Small,red,a
20241113100050146,5,Big,green,pink
20241113100050145,7,Big,green,a
20241113100050144,7,Big,green,a
20241113100050143,2,Small,red,a
20241113100050142,1,Small,green,a
20241113100050141,9,Big,green,a
20241113100050140,5,Big,green,pink
20241113100050139,0,Small,red,pink
20241113100050138,3,Small,green,a
20241113100050137,8,Big,red,a
20241113100050136,9,Big,green,a
20241113100050135,4,Small,red,a
20241113100050134,4,Small,red,a
20241113100050133,0,Small,red,pink
20241113100050132,6,Big,red,a
20241113100050131,5,Big,green,pink
20241113100050130,7,Big,green,a
20241113100050129,4,Small,red,a
20241113100050128,6,Big,red,a
20241113100050127,2,Small,red,a
20241113100050126,1,Small,green,a
20241113100050125,2,Small,red,a
20241113100050124,0,Small,red,pink
20241113100050123,4,Small,red,a
20241113100050122,1,Small,green,a
20241113100050121,1,Small,green,a
20241113100050120,7,Big,green,a
20241113100050119,4,Small,red,a
20241113100050118,3,Small,green,a
20241113100050117,7,Big,green,a
20241113100050116,7,Big,green,a
20241113100050115,9,Big,green,a
20241113100050114,8,Big,red,a
20241113100050113,8,Big,red,a
20241113100050112,7,Big,green,a
20241113100050111,1,Small,green,a
20241113100050110,2,Small,red,a
20241113100050109,1,Small,green,a
20241113100050108,8,Big,red,a
20241113100050107,3,Small,green,a
20241113100050106,6,Big,red,a
20241113100050105,3,Small,green,a
20241113100050104,9,Big,green,a
20241113100050103,1,Small,green,a
20241113100050102,4,Small,red,a
20241113100050101,3,Small,green,a
20241113100050100,1,Small,green,a
20241113100050099,6,Big,red,a
20241113100050098,3,Small,green,a
20241113100050097,4,Small,red,a
20241113100050096,6,Big,red,a
20241113100050095,2,Small,red,a
20241113100050094,6,Big,red,a
20241113100050093,4,Small,red,a
20241113100050092,7,Big,green,a
20241113100050091,4,Small,red,a
20241113100050090,5,Big,green,pink
20241113100050089,9,Big,green,a
20241113100050088,1,Small,green,a
20241113100050087,1,Small,green,a
20241113100050086,5,Big,green,pink
20241113100050085,2,Small,red,a
20241113100050084,9,Big,green,a
20241113100050083,0,Small,red,pink
20241113100050082,5,Big,green,pink
20241113100050081,5,Big,green,pink
20241113100050080,4,Small,red,a
20241113100050079,7,Big,green,a
20241113100050078,2,Small,red,a
20241113100050068,0,Small,red,pink
20241113100050067,5,Big,green,pink
20241113100050066,8,Big,red,a
20241113100050065,4,Small,red,a
20241113100050064,9,Big,green,a
20241113100050063,0,Small,red,pink
20241113100050062,8,Big,red,a
20241113100050061,4,Small,red,a
20241113100050060,4,Small,red,a
20241113100050059,7,Big,green,a
20241113100050058,8,Big,red,a
20241113100050057,2,Small,red,a
20241113100050056,3,Small,green,a
20241113100050055,3,Small,green,a
20241113100050054,9,Big,green,a
20241113100050053,3,Small,green,a
20241113100050052,6,Big,red,a
20241113100050051,6,Big,red,a
20241113100050050,7,Big,green,a
20241113100050049,1,Small,green,a
20241113100050048,1,Small,green,a
20241113100050047,2,Small,red,a
20241113100050046,7,Big,green,a
20241113100050045,9,Big,green,a
20241113100050044,9,Big,green,a
20241113100050043,3,Small,green,a
20241113100050042,1,Small,green,a
20241113100050041,3,Small,green,a
20241113100050040,9,Big,green,a
20241113100050039,4,Small,red,a
20241113100050038,0,Small,red,pink
20241113100050037,1,Small,green,a
20241113100050036,7,Big,green,a
20241113100050035,5,Big,green,pink
20241113100050034,7,Big,green,a
20241113100050033,5,Big,green,pink
20241113100050032,3,Small,green,a
20241113100050031,4,Small,red,a
20241113100050030,2,Small,red,a
20241113100050029,8,Big,red,a
20241113100050028,0,Small,red,pink
20241113100050027,4,Small,red,a
20241113100050026,3,Small,green,a
20241113100050025,9,Big,green,a
20241113100050024,6,Big,red,a
20241113100050023,6,Big,red,a
20241113100050022,3,Small,green,a
20241113100050021,8,Big,red,a
20241113100050020,4,Small,red,a
20241113100050019,3,Small,green,a
20241113100050018,3,Small,green,a
20241113100050017,5,Big,green,pink
20241113100050016,1,Small,green,a
20241113100050015,7,Big,green,a
20241113100050014,9,Big,green,a
20241113100050013,0,Small,red,pink
20241113100050012,3,Small,green,a
20241113100050011,5,Big,green,pink
20241113100050010,2,Small,red,a
20241113100050009,0,Small,red,pink
20241113100050008,4,Small,red,a
20241113100050007,6,Big,red,a
20241113100050006,4,Small,red,a
20241113100050005,7,Big,green,a
20241113100050004,6,Big,red,a
20241113100050003,1,Small,green,a
20241113100050002,0,Small,red,pink
20241113100050001,9,Big,green,a
20241112100052880,3,Small,green,a
20241112100052879,1,Small,green,a
20241112100052878,8,Big,red,a
20241112100052877,3,Small,green,a
20241112100052876,5,Big,green,pink
20241112100052875,1,Small,green,a
20241112100052874,0,Small,red,pink
20241112100052873,3,Small,green,a
20241112100052872,9,Big,green,a
20241112100052871,1,Small,green,a
20241112100052870,4,Small,red,a
20241112100052869,7,Big,green,a
20241112100052868,9,Big,green,a
20241112100052867,7,Big,green,a
20241112100052866,1,Small,green,a
20241112100052865,1,Small,green,a
20241112100052864,8,Big,red,a
20241112100052863,2,Small,red,a
20241112100052862,8,Big,red,a
20241112100052861,0,Small,red,pink
20241112100052860,6,Big,red,a
20241112100052859,8,Big,red,a
20241112100052858,7,Big,green,a
20241112100052857,4,Small,red,a
20241112100052856,9,Big,green,a
20241112100052855,2,Small,red,a
20241112100052854,9,Big,green,a
20241112100052853,4,Small,red,a
20241112100052852,4,Small,red,a
20241112100052851,0,Small,red,pink
20241112100052850,1,Small,green,a
20241112100052849,2,Small,red,a
20241112100052848,2,Small,red,a
20241112100052847,4,Small,red,a
20241112100052846,3,Small,green,a
20241112100052845,7,Big,green,a
20241112100052844,7,Big,green,a
20241112100052843,8,Big,red,a
20241112100052842,2,Small,red,a
20241112100052841,7,Big,green,a
20241112100052840,9,Big,green,a
20241112100052839,7,Big,green,a
20241112100052838,7,Big,green,a
20241112100052837,5,Big,green,pink
20241112100052836,5,Big,green,pink
20241112100052835,3,Small,green,a
20241112100052834,4,Small,red,a
20241112100052833,2,Small,red,a
20241112100052832,5,Big,green,pink
20241112100052831,0,Small,red,pink
20241112100052830,8,Big,red,a
20241112100052829,6,Big,red,a
20241112100052828,3,Small,green,a
20241112100052827,3,Small,green,a
20241112100052826,8,Big,red,a
20241112100052825,1,Small,green,a
20241112100052824,1,Small,green,a
20241112100052823,5,Big,green,pink
20241112100052822,4,Small,red,a
20241112100052821,5,Big,green,pink
20241112100052820,2,Small,red,a
20241112100052819,5,Big,green,pink
20241112100052818,1,Small,green,a
20241112100052817,9,Big,green,a
20241112100052816,4,Small,red,a
20241112100052815,3,Small,green,a
20241112100052814,4,Small,red,a
20241112100052813,7,Big,green,a
20241112100052812,4,Small,red,a
20241112100052811,2,Small,red,a
20241112100052810,7,Big,green,a
20241112100052809,7,Big,green,a
20241112100052798,8,Big,red,a
20241112100052797,7,Big,green,a
20241112100052796,1,Small,green,a
20241112100052795,2,Small,red,a
20241112100052794,1,Small,green,a
20241112100052793,7,Big,green,a
20241112100052792,7,Big,green,a
20241112100052791,3,Small,green,a
20241112100052790,8,Big,red,a
20241112100052789,4,Small,red,a
20241112100052788,0,Small,red,pink
20241112100052787,8,Big,red,a
20241112100052786,5,Big,green,pink
20241112100052785,6,Big,red,a
20241112100052784,6,Big,red,a
20241112100052783,2,Small,red,a
20241112100052782,5,Big,green,pink
20241112100052781,4,Small,red,a
20241112100052780,3,Small,green,a
20241112100052779,0,Small,red,pink
20241112100052778,7,Big,green,a
20241112100052777,7,Big,green,a
20241112100052776,0,Small,red,pink
20241112100052775,9,Big,green,a
20241112100052774,8,Big,red,a
20241112100052773,2,Small,red,a
20241112100052772,9,Big,green,a
20241112100052771,1,Small,green,a
20241112100052770,8,Big,red,a
20241112100052769,0,Small,red,pink
20241112100052768,9,Big,green,a
20241112100052767,9,Big,green,a
20241112100052766,4,Small,red,a
20241112100052765,4,Small,red,a
20241112100052764,5,Big,green,pink
20241112100052763,3,Small,green,a
20241112100052762,4,Small,red,a
20241112100052761,0,Small,red,pink
20241112100052760,2,Small,red,a
20241112100052759,0,Small,red,pink
20241112100052758,3,Small,green,a
20241112100052757,6,Big,red,a
20241112100052756,3,Small,green,a
20241112100052755,4,Small,red,a
20241112100052754,6,Big,red,a
20241112100052753,1,Small,green,a
20241112100052752,8,Big,red,a
20241112100052751,3,Small,green,a
20241112100052750,3,Small,green,a
20241112100052749,1,Small,green,a
20241112100052748,2,Small,red,a
20241112100052747,5,Big,green,pink
20241112100052746,9,Big,green,a
20241112100052745,8,Big,red,a
20241112100052744,3,Small,green,a
20241112100052743,5,Big,green,pink
20241112100052742,5,Big,green,pink
20241112100052741,8,Big,red,a
20241112100052740,3,Small,green,a
20241112100052739,7,Big,green,a
20241112100052738,2,Small,red,a
20241112100052737,1,Small,green,a
20241112100052736,6,Big,red,a
20241112100052735,1,Small,green,a
20241112100052734,0,Small,red,pink
20241112100052733,6,Big,red,a
20241112100052732,4,Small,red,a
20241112100052731,6,Big,red,a
20241112100052730,4,Small,red,a
20241112100052729,7,Big,green,a
20241112100052728,7,Big,green,a
20241112100052727,9,Big,green,a
20241112100052726,9,Big,green,a
20241112100052725,7,Big,green,a
20241112100052724,9,Big,green,a
20241112100052723,0,Small,red,pink
20241112100052722,3,Small,green,a
20241112100052721,0,Small,red,pink
20241112100052720,4,Small,red,a
20241112100052719,5,Big,green,pink
20241112100052718,4,Small,red,a
20241112100052717,9,Big,green,a
20241112100052716,5,Big,green,pink
20241112100052715,5,Big,green,pink
20241112100052714,4,Small,red,a
20241112100052713,3,Small,green,a
20241112100052712,1,Small,green,a
20241112100052711,4,Small,red,a
20241112100052710,1,Small,green,a
20241112100052709,0,Small,red,pink
20241112100052708,0,Small,red,pink
20241112100052707,7,Big,green,a
20241112100052706,9,Big,green,a
20241112100052705,0,Small,red,pink
20241112100052704,6,Big,red,a
20241112100052703,1,Small,green,a
20241112100052702,8,Big,red,a
20241112100052701,9,Big,green,a
20241112100052700,0,Small,red,pink
20241112100052699,6,Big,red,a
20241112100052698,6,Big,red,a
20241112100052697,9,Big,green,a
20241112100052696,1,Small,green,a
20241112100052695,1,Small,green,a
20241112100052694,6,Big,red,a
20241112100052693,3,Small,green,a
20241112100052692,4,Small,red,a
20241112100052691,6,Big,red,a
20241112100052690,7,Big,green,a
20241112100052689,3,Small,green,a
20241112100052688,1,Small,green,a
20241112100052687,0,Small,red,pink
20241112100052686,5,Big,green,pink
20241112100052685,9,Big,green,a
20241112100052684,9,Big,green,a
20241112100052683,5,Big,green,pink
20241112100052682,0,Small,red,pink
20241112100052681,3,Small,green,a
20241112100052680,8,Big,red,a
20241112100052679,1,Small,green,a
20241112100052678,9,Big,green,a
20241112100052677,8,Big,red,a
20241112100052676,1,Small,green,a
20241112100052675,2,Small,red,a
20241112100052674,5,Big,green,pink
20241112100052673,8,Big,red,a
20241112100052672,2,Small,red,a
20241112100052671,0,Small,red,pink
20241112100052670,3,Small,green,a
20241112100052669,7,Big,green,a
20241112100052668,0,Small,red,pink
20241112100052667,7,Big,green,a
20241112100052666,4,Small,red,a
20241112100052665,5,Big,green,pink
20241112100052664,1,Small,green,a
20241112100052663,6,Big,red,a
20241112100052662,0,Small,red,pink
20241112100052661,7,Big,green,a
20241112100052660,0,Small,red,pink
20241112100052659,4,Small,red,a
20241112100052658,4,Small,red,a
20241112100052657,2,Small,red,a
20241112100052656,3,Small,green,a
20241112100052655,6,Big,red,a
20241112100052654,9,Big,green,a
20241112100052653,7,Big,green,a
20241112100052652,8,Big,red,a
20241112100052651,3,Small,green,a
20241112100052650,9,Big,green,a
20241112100052649,6,Big,red,a
20241112100052648,5,Big,green,pink
20241112100052647,2,Small,red,a
20241112100052646,7,Big,green,a
20241112100052645,3,Small,green,a
20241112100052644,3,Small,green,a
20241112100052643,9,Big,green,a
20241112100052642,5,Big,green,pink
20241112100052641,7,Big,green,a
20241112100052640,1,Small,green,a
20241112100052639,1,Small,green,a
20241112100052638,8,Big,red,a
20241112100052637,5,Big,green,pink
20241112100052636,7,Big,green,a
20241112100052635,3,Small,green,a
20241112100052634,0,Small,red,pink
20241112100052633,9,Big,green,a
20241112100052632,7,Big,green,a
20241112100052631,9,Big,green,a
20241112100052630,1,Small,green,a
20241112100052629,5,Big,green,pink
20241112100052628,7,Big,green,a
20241112100052627,4,Small,red,a
20241112100052626,9,Big,green,a
20241112100052625,8,Big,red,a
20241112100052624,7,Big,green,a
20241112100052623,2,Small,red,a
20241112100052622,1,Small,green,a
20241112100052621,2,Small,red,a
20241112100052620,6,Big,red,a
20241112100052619,5,Big,green,pink
20241112100052618,5,Big,green,pink
20241112100052617,1,Small,green,a
20241112100052616,6,Big,red,a
20241112100052615,1,Small,green,a
20241112100052614,8,Big,red,a
20241112100052613,0,Small,red,pink
20241112100052612,3,Small,green,a
20241112100052611,8,Big,red,a
20241112100052610,4,Small,red,a
20241112100052609,1,Small,green,a
20241112100052608,3,Small,green,a
20241112100052607,7,Big,green,a
20241112100052606,3,Small,green,a
20241112100052605,6,Big,red,a
20241112100052604,9,Big,green,a
20241112100052603,9,Big,green,a
20241112100052602,4,Small,red,a
20241112100052601,3,Small,green,a
20241112100052600,3,Small,green,a
20241112100052599,8,Big,red,a
20241112100052598,8,Big,red,a
20241112100052597,2,Small,red,a
20241112100052596,8,Big,red,a
20241112100052595,1,Small,green,a
20241112100052594,4,Small,red,a
20241112100052593,2,Small,red,a
20241112100052592,4,Small,red,a
20241112100052591,8,Big,red,a
20241112100052590,1,Small,green,a
20241112100052589,4,Small,red,a
20241112100052588,0,Small,red,pink
20241112100052587,0,Small,red,pink
20241112100052586,2,Small,red,a
20241112100052585,9,Big,green,a
20241112100052584,9,Big,green,a
20241112100052583,0,Small,red,pink
20241112100052582,4,Small,red,a
20241112100052581,3,Small,green,a
20241112100052580,1,Small,green,a
20241112100052579,9,Big,green,a
20241112100052578,1,Small,green,a
20241112100052577,5,Big,green,pink
20241112100052576,5,Big,green,pink
20241112100052575,6,Big,red,a
20241112100052574,0,Small,red,pink
20241112100052573,5,Big,green,pink
20241112100052572,1,Small,green,a
20241112100052571,4,Small,red,a
20241112100052570,9,Big,green,a
20241112100052569,0,Small,red,pink
20241112100052568,6,Big,red,a
20241112100052567,5,Big,green,pink
20241112100052566,7,Big,green,a
20241112100052565,7,Big,green,a
20241112100052564,3,Small,green,a
20241112100052563,6,Big,red,a
20241112100052562,3,Small,green,a
20241112100052561,6,Big,red,a
20241112100052560,3,Small,green,a
20241112100052559,2,Small,red,a
20241112100052558,2,Small,red,a
20241112100052557,7,Big,green,a
20241112100052556,6,Big,red,a
20241112100052555,2,Small,red,a
20241112100052554,9,Big,green,a
20241112100052553,9,Big,green,a
20241112100052552,9,Big,green,a
20241112100052551,3,Small,green,a
20241112100052550,0,Small,red,pink
20241112100052549,0,Small,red,pink
20241112100052548,3,Small,green,a
20241112100052547,4,Small,red,a
20241112100052546,5,Big,green,pink
20241112100052545,7,Big,green,a
20241112100052544,9,Big,green,a
20241112100052543,6,Big,red,a
20241112100052542,2,Small,red,a
20241112100052541,0,Small,red,pink
20241112100052540,6,Big,red,a
20241112100052539,6,Big,red,a
20241112100052538,8,Big,red,a
20241112100052537,4,Small,red,a
20241112100052536,4,Small,red,a
20241112100052535,6,Big,red,a
20241112100052534,2,Small,red,a
20241112100052533,5,Big,green,pink
20241112100052532,6,Big,red,a
20241112100052531,0,Small,red,pink
20241112100052530,0,Small,red,pink
20241112100052529,5,Big,green,pink
20241112100052528,7,Big,green,a
20241112100052527,9,Big,green,a
20241112100052526,7,Big,green,a
20241112100052525,9,Big,green,a
20241112100052524,6,Big,red,a
20241112100052523,4,Small,red,a
20241112100052522,1,Small,green,a
20241112100052521,1,Small,green,a
20241112100052520,4,Small,red,a
20241112100052519,9,Big,green,a
20241112100052518,4,Small,red,a
20241112100052517,3,Small,green,a
20241112100052516,8,Big,red,a
20241112100052515,5,Big,green,pink
20241112100052514,8,Big,red,a
20241112100052513,7,Big,green,a
20241112100052512,2,Small,red,a
20241112100052511,8,Big,red,a
20241112100052510,7,Big,green,a
20241112100052509,8,Big,red,a
20241112100052508,6,Big,red,a
20241112100052507,7,Big,green,a
20241112100052506,7,Big,green,a
20241112100052505,0,Small,red,pink
20241112100052504,6,Big,red,a
20241112100052503,0,Small,red,pink
20241112100052502,5,Big,green,pink
20241112100052501,2,Small,red,a
20241112100052500,9,Big,green,a
20241112100052499,8,Big,red,a
20241112100052498,2,Small,red,a
20241112100052497,0,Small,red,pink
20241112100052496,2,Small,red,a
20241112100052495,1,Small,green,a
20241112100052494,5,Big,green,pink
20241112100052493,4,Small,red,a
20241112100052492,5,Big,green,pink
20241112100052491,0,Small,red,pink
20241112100052490,6,Big,red,a
20241112100052489,4,Small,red,a
20241112100052488,4,Small,red,a
20241112100052487,4,Small,red,a
20241112100052486,0,Small,red,pink
20241112100052485,2,Small,red,a
20241112100052484,6,Big,red,a
20241112100052483,7,Big,green,a
20241112100052482,9,Big,green,a
20241112100052481,6,Big,red,a
20241112100052480,5,Big,green,pink
20241112100052479,7,Big,green,a
20241112100052478,2,Small,red,a
20241112100052477,3,Small,green,a
20241112100052476,6,Big,red,a
20241112100052475,9,Big,green,a
20241112100052474,0,Small,red,pink
20241112100052473,9,Big,green,a
20241112100052472,1,Small,green,a
